Transaction Date,index yield,Whether stock selection date,Date of selection,Stock Selection Results,Shareholding,buy-in date,position yield,position yield_timing,Strategy Funding Curve,Strategy Funding Curve_timing,index
2008-3-3,0.024855868,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.025909836,0.025909836,1.025909836,1.025909836,1.024855868
2008-3-4,-0.024962741,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.01261261,-0.01261261,1.012970436,1.012970436,0.999272657
2008-3-5,-0.009083416,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.015407588,-0.015407588,0.997363005,0.997363005,0.990195848
2008-3-6,0.01216535,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.007105675,0.007105675,1.004449943,1.004449943,1.002241927
2008-3-7,-0.013519657,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.005607545,-0.005607545,0.998817445,0.998817445,0.98869196
2008-3-10,-0.04113214,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.030250333,-0.030250333,0.968602884,0.968602884,0.948024944
2008-3-11,0.002164009,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.008687918,0.008687918,0.977018027,0.977018027,0.950076478
2008-3-12,-0.029616003,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.014532836,-0.014532836,0.962819184,0.962819184,0.92193901
2008-3-13,-0.02568422,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.035908434,-0.035908434,0.928245855,0.928245855,0.898259726
2008-3-14,-0.009785756,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.015084062,-0.015084062,0.914244138,0.914244138,0.889469575
2008-3-17,-0.046319389,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.087064409,-0.087064409,0.834646012,0.834646012,0.848269887
2008-3-18,-0.050773211,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.066969313,-0.066969313,0.778750342,0.778750342,0.805200501
2008-3-19,0.033185882,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.046840689,0.046840689,0.815227544,0.815227544,0.831921789
2008-3-20,0.029049644,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.037553868,0.037553868,0.845842492,0.845842492,0.856088821
2008-3-21,0.008995884,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.018020711,0.018020711,0.861085175,0.861085175,0.863790097
2008-3-24,-0.044761667,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.008328246,-0.008328246,0.853913846,0.853913846,0.825125413
2008-3-25,0.012620914,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.023928186,0.023928186,0.874346455,0.874346455,0.83553925
2008-3-26,0.002201871,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.004214851,0.004214851,0.878031696,0.878031696,0.837378999
2008-3-27,-0.042267338,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.054971461,-0.054971461,0.829765011,0.829765011,0.801985218
2008-3-28,0.045143668,FALSE,2008-2-29,,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,0.029970403,0.029970403,0.854633402,0.854633402,0.838189772
2008-3-31,-0.032573963,TRUE,2008-2-29,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,长征电气(sh600112) 时代新材(sh600458) 威远生化(sh600803) 深天地Ａ(sz000023) 华神集团(sz000790) 中航精机(sz002013) 东信和平(sz002017) 众和股份(sz002070) 天康生物(sz002100) 科陆电子(sz002121) ,2008-3-3,-0.035093046,-0.035093046,0.824641713,0.824641713,0.810886609
2008-4-1,-0.054786534,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.071656455,-0.071656455,0.765550811,0.765550811,0.766460943
2008-4-2,-0.009735239,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.060555188,-0.060555188,0.719192738,0.719192738,0.758999262
2008-4-3,0.028951685,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.011466681,0.011466681,0.727439492,0.727439492,0.78097357
2008-4-7,0.053447284,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.05602755,0.05602755,0.768196144,0.768196144,0.822714486
2008-4-8,0.011763421,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.004221,0.004221,0.771438701,0.771438701,0.832392423
2008-4-9,-0.052152884,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.073264852,-0.073264852,0.714919358,0.714919358,0.788980758
2008-4-10,0.01805522,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.019591114,0.019591114,0.728925425,0.728925425,0.803225979
2008-4-11,0.007726275,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.013427979,0.013427979,0.738713421,0.738713421,0.809431924
2008-4-14,-0.065385215,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.057647367,-0.057647367,0.696128537,0.696128537,0.756507043
2008-4-15,0.013282131,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.041933124,0.041933124,0.725319381,0.725319381,0.766555069
2008-4-16,-0.024915581,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.02881549,-0.02881549,0.704418947,0.704418947,0.747455905
2008-4-17,-0.030735371,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.02679772,-0.02679772,0.685542126,0.685542126,0.724482571
2008-4-18,-0.033700168,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.065146915,-0.065146915,0.640881171,0.640881171,0.700067386
2008-4-21,-0.001512605,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.023201441,-0.023201441,0.626011805,0.626011805,0.699008461
2008-4-22,0.00879252,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.029842672,-0.029842672,0.60732994,0.60732994,0.705154507
2008-4-23,0.047765966,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.036210097,0.036210097,0.629321416,0.629321416,0.738836893
2008-4-24,0.092876397,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.090149858,0.090149858,0.686054652,0.686054652,0.807457402
2008-4-25,0.007569214,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.012409251,0.012409251,0.694568076,0.694568076,0.813569221
2008-4-28,-0.019436929,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,-0.015671968,-0.015671968,0.683682828,0.683682828,0.797755934
2008-4-29,0.012815253,FALSE,2008-3-31,,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.010163903,0.010163903,0.690631714,0.690631714,0.807979378
2008-4-30,0.048234814,TRUE,2008-3-31,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,浙江富润(sh600070) 新华光(sh600184) 凤竹纺织(sh600493) 洪城股份(sh600566) 深天地Ａ(sz000023) 天兴仪表(sz000710) 中汇医药(sz000809) 中航精机(sz002013) 轴研科技(sz002046) 梅花伞(sz002174) ,2008-4-1,0.036536256,0.036536256,0.715864811,0.715864811,0.846952113
2008-5-5,0.024414516,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.022069522,0,0.731663606,0.715864811,0.867630039
2008-5-6,-0.011068155,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.009890652,0,0.738900236,0.715864811,0.858026976
2008-5-7,-0.047263824,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.037990143,0,0.71082931,0.715864811,0.81747334
2008-5-8,0.027142453,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.021820698,0,0.726340102,0.715864811,0.839661572
2008-5-9,-0.011750199,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.013110589,0,0.735862848,0.715864811,0.829795381
2008-5-12,0.006702897,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.028058502,0,0.756510057,0.715864811,0.835357414
2008-5-13,-0.013631521,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.028359178,0,0.77796406,0.715864811,0.823970222
2008-5-14,0.032217027,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.00604893,0,0.78266991,0.715864811,0.850516092
2008-5-15,-0.006964671,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.024305282,0,0.763646898,0.715864811,0.844592528
2008-5-16,-0.003031846,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.016909322,0,0.750734146,0.715864811,0.842031853
2008-5-19,-0.005601963,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.009243409,0,0.757673489,0.715864811,0.837314822
2008-5-20,-0.051928044,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.067337428,0,0.706653705,0.715864811,0.793834701
2008-5-21,0.019464701,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.034096123,0,0.730747856,0.715864811,0.809286455
2008-5-22,-0.018929171,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.003229264,0,0.728388078,0.715864811,0.793967334
2008-5-23,-0.009777876,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.005670609,0,0.724257674,0.715864811,0.78620402
2008-5-26,-0.031544291,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.046445544,0,0.690619133,0.715864811,0.761403771
2008-5-27,0.004770708,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.01032486,0,0.697749679,0.715864811,0.765036207
2008-5-28,0.027971031,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,0.031217292,0,0.719531534,0.715864811,0.786435058
2008-5-29,-0.025939617,FALSE,2008-4-30,,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.027361204,0,0.699844285,0.715864811,0.766035233
2008-5-30,0.008506313,TRUE,2008-4-30,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,浙江富润(sh600070) 联环药业(sh600513) 宁波富邦(sh600768) 世纪光华(sz000703) 华润锦华(sz000810) 京新药业(sz002020) 江苏宏宝(sz002071) 沧州明珠(sz002108) 莱茵生物(sz002166) 新嘉联(sz002188) ,2008-5-5,-0.003540606,0,0.697366412,0.715864811,0.772551369
2008-6-2,0.004015141,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,0.02761682,0,0.716625454,0.715864811,0.775653271
2008-6-3,-0.003232363,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,0.006521557,0,0.721298968,0.715864811,0.773146078
2008-6-4,-0.018591022,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.00122161,0,0.720417822,0.715864811,0.758772502
2008-6-5,-0.009805691,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,0.01765725,0,0.73313842,0.715864811,0.751332214
2008-6-6,-0.006446212,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.010045804,0,0.725773455,0.715864811,0.746488967
2008-6-10,-0.08108325,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.093766897,0,0.65771993,0.715864811,0.685961216
2008-6-11,-0.020663889,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.015271351,0,0.647675658,0.715864811,0.671786589
2008-6-12,-0.017727606,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.017115749,0,0.636590204,0.715864811,0.659877421
2008-6-13,-0.034205075,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.012027673,0,0.628933505,0.715864811,0.637306265
2008-6-16,-0.009022799,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.015473481,0,0.619201715,0.715864811,0.631555979
2008-6-17,-0.037110804,FALSE,2008-5-30,,宝光股份(sh600379) 凤竹纺织(sh600493) 宁波富邦(sh600768) 博盈投资(sz000760) 华润锦华(sz000810) 京新药业(sz002020) 飞亚股份(sz002042) 晶源电子(sz002049) 得润电子(sz002055) 新嘉联(sz002188) ,2008-6-2,-0.044566719,0,0.591605926,0.715864811,0.608118429
